Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[phenotype]	Characteristics[single cell quality]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cell type]	Factor Value[single cell identifier]
Sample 75	ERS2544946	SAMEA4724809	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 75	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 75	sequencing assay	ERX2648956	SIN2772A75-40353320_2.fastq.gz	SIN2772A75-40353320_2.fastq.gz	ERR2632462	ERR2632462	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632462/ERR2632462_2.fastq.gz	302	152	naive B cell	cell 75
Sample 76	ERS2544947	SAMEA4724810	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 76	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 76	sequencing assay	ERX2648957	SIN2772A76-40332851_1.fastq.gz	SIN2772A76-40332851_1.fastq.gz	ERR2632463	ERR2632463	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632463/ERR2632463_1.fastq.gz	302	152	naive B cell	cell 76
Sample 76	ERS2544947	SAMEA4724810	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 76	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 76	sequencing assay	ERX2648957	SIN2772A76-40332851_2.fastq.gz	SIN2772A76-40332851_2.fastq.gz	ERR2632463	ERR2632463	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632463/ERR2632463_2.fastq.gz	302	152	naive B cell	cell 76
Sample 77	ERS2544948	SAMEA4724811	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 77	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 77	sequencing assay	ERX2648958	SIN2772A77-40351318_1.fastq.gz	SIN2772A77-40351318_1.fastq.gz	ERR2632464	ERR2632464	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632464/ERR2632464_1.fastq.gz	302	152	naive B cell	cell 77
Sample 77	ERS2544948	SAMEA4724811	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 77	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 77	sequencing assay	ERX2648958	SIN2772A77-40351318_2.fastq.gz	SIN2772A77-40351318_2.fastq.gz	ERR2632464	ERR2632464	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632464/ERR2632464_2.fastq.gz	302	152	naive B cell	cell 77
Sample 78	ERS2544949	SAMEA4724812	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 78	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 78	sequencing assay	ERX2648959	SIN2772A78-40344363_1.fastq.gz	SIN2772A78-40344363_1.fastq.gz	ERR2632465	ERR2632465	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632465/ERR2632465_1.fastq.gz	300	151	naive B cell	cell 78
Sample 78	ERS2544949	SAMEA4724812	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 78	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 78	sequencing assay	ERX2648959	SIN2772A78-40344363_2.fastq.gz	SIN2772A78-40344363_2.fastq.gz	ERR2632465	ERR2632465	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632465/ERR2632465_2.fastq.gz	298	150	naive B cell	cell 78
Sample 79	ERS2544950	SAMEA4724813	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 79	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 79	sequencing assay	ERX2648960	SIN2772A79-40349320_1.fastq.gz	SIN2772A79-40349320_1.fastq.gz	ERR2632466	ERR2632466	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632466/ERR2632466_1.fastq.gz	302	152	naive B cell	cell 79
Sample 79	ERS2544950	SAMEA4724813	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 79	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 79	sequencing assay	ERX2648960	SIN2772A79-40349320_2.fastq.gz	SIN2772A79-40349320_2.fastq.gz	ERR2632466	ERR2632466	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632466/ERR2632466_2.fastq.gz	302	152	naive B cell	cell 79
Sample 8	ERS2544951	SAMEA4724814	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 8	sequencing assay	ERX2648961	SIN2772A8-40355340_1.fastq.gz	SIN2772A8-40355340_1.fastq.gz	ERR2632467	ERR2632467	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632467/ERR2632467_1.fastq.gz	302	152	naive B cell	cell 8
Sample 8	ERS2544951	SAMEA4724814	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 8	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 8	sequencing assay	ERX2648961	SIN2772A8-40355340_2.fastq.gz	SIN2772A8-40355340_2.fastq.gz	ERR2632467	ERR2632467	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632467/ERR2632467_2.fastq.gz	302	152	naive B cell	cell 8
Sample 80	ERS2544952	SAMEA4724815	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 80	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 80	sequencing assay	ERX2648962	SIN2772A80-40350316_1.fastq.gz	SIN2772A80-40350316_1.fastq.gz	ERR2632468	ERR2632468	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632468/ERR2632468_1.fastq.gz	302	152	naive B cell	cell 80
Sample 80	ERS2544952	SAMEA4724815	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 80	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 80	sequencing assay	ERX2648962	SIN2772A80-40350316_2.fastq.gz	SIN2772A80-40350316_2.fastq.gz	ERR2632468	ERR2632468	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632468/ERR2632468_2.fastq.gz	302	152	naive B cell	cell 80
Sample 81	ERS2544953	SAMEA4724816	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 81	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 81	sequencing assay	ERX2648963	SIN2772A81-40341403_1.fastq.gz	SIN2772A81-40341403_1.fastq.gz	ERR2632469	ERR2632469	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632469/ERR2632469_1.fastq.gz	214	108	naive B cell	cell 81
Sample 81	ERS2544953	SAMEA4724816	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 81	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 81	sequencing assay	ERX2648963	SIN2772A81-40341403_2.fastq.gz	SIN2772A81-40341403_2.fastq.gz	ERR2632469	ERR2632469	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632469/ERR2632469_2.fastq.gz	214	108	naive B cell	cell 81
Sample 9	ERS2544954	SAMEA4724817	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 9	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 9	sequencing assay	ERX2648964	SIN2772A9-40332902_1.fastq.gz	SIN2772A9-40332902_1.fastq.gz	ERR2632470	ERR2632470	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632470/ERR2632470_1.fastq.gz	302	152	naive B cell	cell 9
Sample 9	ERS2544954	SAMEA4724817	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	naive B cell	CD19+ IgD+ CD27- CD10-	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 9	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 9	sequencing assay	ERX2648964	SIN2772A9-40332902_2.fastq.gz	SIN2772A9-40332902_2.fastq.gz	ERR2632470	ERR2632470	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632470/ERR2632470_2.fastq.gz	300	151	naive B cell	cell 9
Sample 106	ERS2544955	SAMEA4724818	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 106	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 106	sequencing assay	ERX2648965	SIN2772A106-40343344_1.fastq.gz	SIN2772A106-40343344_1.fastq.gz	ERR2632471	ERR2632471	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632471/ERR2632471_1.fastq.gz	302	152	plasmablast	cell 106
Sample 106	ERS2544955	SAMEA4724818	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 106	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 106	sequencing assay	ERX2648965	SIN2772A106-40343344_2.fastq.gz	SIN2772A106-40343344_2.fastq.gz	ERR2632471	ERR2632471	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632471/ERR2632471_2.fastq.gz	302	152	plasmablast	cell 106
Sample 107	ERS2544956	SAMEA4724819	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 107	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 107	sequencing assay	ERX2648966	SIN2772A107-40332837_1.fastq.gz	SIN2772A107-40332837_1.fastq.gz	ERR2632472	ERR2632472	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632472/ERR2632472_1.fastq.gz	302	152	plasmablast	cell 107
Sample 107	ERS2544956	SAMEA4724819	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 107	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 107	sequencing assay	ERX2648966	SIN2772A107-40332837_2.fastq.gz	SIN2772A107-40332837_2.fastq.gz	ERR2632472	ERR2632472	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632472/ERR2632472_2.fastq.gz	298	150	plasmablast	cell 107
Sample 108	ERS2544957	SAMEA4724820	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 108	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 108	sequencing assay	ERX2648967	SIN2772A108-40329964_1.fastq.gz	SIN2772A108-40329964_1.fastq.gz	ERR2632473	ERR2632473	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632473/ERR2632473_1.fastq.gz	244	123	plasmablast	cell 108
Sample 108	ERS2544957	SAMEA4724820	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 108	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 108	sequencing assay	ERX2648967	SIN2772A108-40329964_2.fastq.gz	SIN2772A108-40329964_2.fastq.gz	ERR2632473	ERR2632473	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632473/ERR2632473_2.fastq.gz	244	123	plasmablast	cell 108
Sample 109	ERS2544958	SAMEA4724821	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 109	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 109	sequencing assay	ERX2648968	SIN2772A109-40328981_1.fastq.gz	SIN2772A109-40328981_1.fastq.gz	ERR2632474	ERR2632474	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632474/ERR2632474_1.fastq.gz	302	152	plasmablast	cell 109
Sample 109	ERS2544958	SAMEA4724821	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 109	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 109	sequencing assay	ERX2648968	SIN2772A109-40328981_2.fastq.gz	SIN2772A109-40328981_2.fastq.gz	ERR2632474	ERR2632474	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632474/ERR2632474_2.fastq.gz	300	151	plasmablast	cell 109
Sample 110	ERS2544959	SAMEA4724822	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 110	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 110	sequencing assay	ERX2648969	SIN2772A110-40345354_1.fastq.gz	SIN2772A110-40345354_1.fastq.gz	ERR2632475	ERR2632475	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632475/ERR2632475_1.fastq.gz	256	129	plasmablast	cell 110
Sample 110	ERS2544959	SAMEA4724822	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 110	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 110	sequencing assay	ERX2648969	SIN2772A110-40345354_2.fastq.gz	SIN2772A110-40345354_2.fastq.gz	ERR2632475	ERR2632475	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632475/ERR2632475_2.fastq.gz	256	129	plasmablast	cell 110
Sample 111	ERS2544960	SAMEA4724823	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 111	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 111	sequencing assay	ERX2648970	SIN2772A111-40328983_1.fastq.gz	SIN2772A111-40328983_1.fastq.gz	ERR2632476	ERR2632476	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632476/ERR2632476_1.fastq.gz	300	151	plasmablast	cell 111
Sample 111	ERS2544960	SAMEA4724823	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 111	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 111	sequencing assay	ERX2648970	SIN2772A111-40328983_2.fastq.gz	SIN2772A111-40328983_2.fastq.gz	ERR2632476	ERR2632476	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632476/ERR2632476_2.fastq.gz	300	151	plasmablast	cell 111
Sample 112	ERS2544961	SAMEA4724824	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 112	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 112	sequencing assay	ERX2648971	SIN2772A112-40330975_1.fastq.gz	SIN2772A112-40330975_1.fastq.gz	ERR2632477	ERR2632477	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632477/ERR2632477_1.fastq.gz	302	152	plasmablast	cell 112
Sample 112	ERS2544961	SAMEA4724824	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 112	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 112	sequencing assay	ERX2648971	SIN2772A112-40330975_2.fastq.gz	SIN2772A112-40330975_2.fastq.gz	ERR2632477	ERR2632477	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632477/ERR2632477_2.fastq.gz	302	152	plasmablast	cell 112
Sample 113	ERS2544962	SAMEA4724825	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 113	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 113	sequencing assay	ERX2648972	SIN2772A113-40329966_1.fastq.gz	SIN2772A113-40329966_1.fastq.gz	ERR2632478	ERR2632478	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632478/ERR2632478_1.fastq.gz	302	152	plasmablast	cell 113
Sample 113	ERS2544962	SAMEA4724825	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 113	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 113	sequencing assay	ERX2648972	SIN2772A113-40329966_2.fastq.gz	SIN2772A113-40329966_2.fastq.gz	ERR2632478	ERR2632478	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632478/ERR2632478_2.fastq.gz	302	152	plasmablast	cell 113
Sample 114	ERS2544963	SAMEA4724826	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 114	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 114	sequencing assay	ERX2648973	SIN2772A114-40333830_1.fastq.gz	SIN2772A114-40333830_1.fastq.gz	ERR2632479	ERR2632479	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632479/ERR2632479_1.fastq.gz	302	152	plasmablast	cell 114
Sample 114	ERS2544963	SAMEA4724826	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	plasmablast	CD19+ IgD- CD27++ CD38++	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 114	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 114	sequencing assay	ERX2648973	SIN2772A114-40333830_2.fastq.gz	SIN2772A114-40333830_2.fastq.gz	ERR2632479	ERR2632479	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632479/ERR2632479_2.fastq.gz	302	152	plasmablast	cell 114
